"","formulas_with","formulas_without","pvals"
"4020","response~(other_install+job+num_dependents)^3","response~other_install+job+num_dependents",0.890757699996234
"833","response~(history+used_car+num_dependents)^3","response~history+used_car+num_dependents",0.890707556028157
"462","response~(duration+used_car+education)^3","response~duration+used_car+education",0.890425687779876
"2043","response~(radio.tv+education+male_single)^3","response~radio.tv+education+male_single",0.890420271331916
"1203","response~(new_car+radio.tv+num_credits)^3","response~new_car+radio.tv+num_credits",0.889868943191581
"1399","response~(new_car+present_resident+rent)^3","response~new_car+present_resident+rent",0.889371151459189
"3494","response~(male_div+num_credits+foreign)^3","response~male_div+num_credits+foreign",0.888789540087436
"2163","response~(radio.tv+male_div+rent)^3","response~radio.tv+male_div+rent",0.888459965749255
"2947","response~(sav_acct+install_rate+age)^3","response~sav_acct+install_rate+age",0.88825293725634
"3281","response~(install_rate+male_mar_or_wid+age)^3","response~install_rate+male_mar_or_wid+age",0.888157998760783
"3124","response~(employment+male_div+foreign)^3","response~employment+male_div+foreign",0.888091935407479
"3264","response~(install_rate+male_single+present_resident)^3","response~install_rate+male_single+present_resident",0.887669799008406
"515","response~(duration+radio.tv+male_div)^3","response~duration+radio.tv+male_div",0.886913240232055
"3252","response~(install_rate+male_div+age)^3","response~install_rate+male_div+age",0.886644336711969
"3238","response~(employment+num_credits+foreign)^3","response~employment+num_credits+foreign",0.886644293333204
"2724","response~(retraining+num_credits+foreign)^3","response~retraining+num_credits+foreign",0.886603216528253
"1612","response~(used_car+install_rate+guarantor)^3","response~used_car+install_rate+guarantor",0.885922919704772
"2170","response~(radio.tv+male_single+male_mar_or_wid)^3","response~radio.tv+male_single+male_mar_or_wid",0.885859687979143
"1949","response~(furniture+co.applicant+prop_unkn_none)^3","response~furniture+co.applicant+prop_unkn_none",0.885453259710484
"2200","response~(radio.tv+co.applicant+present_resident)^3","response~radio.tv+co.applicant+present_resident",0.885341429680657
"1688","response~(used_car+guarantor+rent)^3","response~used_car+guarantor+rent",0.885052899429378
"2114","response~(radio.tv+sav_acct+num_credits)^3","response~radio.tv+sav_acct+num_credits",0.884486253004823
"3582","response~(male_single+other_install+num_dependents)^3","response~male_single+other_install+num_dependents",0.883977244230519
"1470","response~(used_car+furniture+male_mar_or_wid)^3","response~used_car+furniture+male_mar_or_wid",0.883813068023222
"1054","response~(history+co.applicant+job)^3","response~history+co.applicant+job",0.883590078622216
"3412","response~(male_div+co.applicant+real_estate)^3","response~male_div+co.applicant+real_estate",0.883586432616502
"837","response~(history+furniture+education)^3","response~history+furniture+education",0.883549194659482
"3198","response~(employment+real_estate+telephone)^3","response~employment+real_estate+telephone",0.883522338377148
"3306","response~(install_rate+guarantor+age)^3","response~install_rate+guarantor+age",0.882938961647482
"3108","response~(employment+install_rate+foreign)^3","response~employment+install_rate+foreign",0.882533421202812
"676","response~(duration+male_single+job)^3","response~duration+male_single+job",0.882531610385674
"882","response~(history+radio.tv+foreign)^3","response~history+radio.tv+foreign",0.882457054605594
"2234","response~(radio.tv+present_resident+foreign)^3","response~radio.tv+present_resident+foreign",0.882337383560527
"1624","response~(used_car+install_rate+foreign)^3","response~used_car+install_rate+foreign",0.882080977400369
"202","response~(chk_acct+amount+male_mar_or_wid)^3","response~chk_acct+amount+male_mar_or_wid",0.881817163544483
"3517","response~(male_single+co.applicant+real_estate)^3","response~male_single+co.applicant+real_estate",0.881631385150374
"3166","response~(employment+co.applicant+foreign)^3","response~employment+co.applicant+foreign",0.881444741042102
"75","response~(chk_acct+new_car+rent)^3","response~chk_acct+new_car+rent",0.881347685437043
"811","response~(history+used_car+furniture)^3","response~history+used_car+furniture",0.880335593819268
"3111","response~(employment+male_div+co.applicant)^3","response~employment+male_div+co.applicant",0.879915506603442
"1274","response~(new_car+sav_acct+male_single)^3","response~new_car+sav_acct+male_single",0.879147460291616
"1892","response~(furniture+install_rate+age)^3","response~furniture+install_rate+age",0.878912782619775
"1632","response~(used_car+male_div+age)^3","response~used_car+male_div+age",0.878882046126181
"114","response~(chk_acct+furniture+male_div)^3","response~chk_acct+furniture+male_div",0.878528300789266
"1864","response~(furniture+sav_acct+telephone)^3","response~furniture+sav_acct+telephone",0.878008472828904
"378","response~(chk_acct+age+foreign)^3","response~chk_acct+age+foreign",0.877338586608344
"1791","response~(furniture+education+male_mar_or_wid)^3","response~furniture+education+male_mar_or_wid",0.877235793508643
"3400","response~(male_div+male_mar_or_wid+prop_unkn_none)^3","response~male_div+male_mar_or_wid+prop_unkn_none",0.876521785152719
"129","response~(chk_acct+furniture+telephone)^3","response~chk_acct+furniture+telephone",0.876150854369472
"2788","response~(amount+male_div+guarantor)^3","response~amount+male_div+guarantor",0.875774165517969
"3291","response~(install_rate+co.applicant+present_resident)^3","response~install_rate+co.applicant+present_resident",0.875758799155305
"296","response~(chk_acct+male_single+own_res)^3","response~chk_acct+male_single+own_res",0.87562470741836
"2085","response~(radio.tv+amount+male_mar_or_wid)^3","response~radio.tv+amount+male_mar_or_wid",0.87555923426173
"2925","response~(sav_acct+employment+co.applicant)^3","response~sav_acct+employment+co.applicant",0.875155842440908
"1693","response~(used_car+guarantor+telephone)^3","response~used_car+guarantor+telephone",0.874814754806004
"3399","response~(male_div+male_mar_or_wid+real_estate)^3","response~male_div+male_mar_or_wid+real_estate",0.874258830983829
"2866","response~(amount+real_estate+prop_unkn_none)^3","response~amount+real_estate+prop_unkn_none",0.874206855252211
"3442","response~(male_div+present_resident+job)^3","response~male_div+present_resident+job",0.874166064782995
"1146","response~(new_car+used_car+male_mar_or_wid)^3","response~new_car+used_car+male_mar_or_wid",0.873681313833618
"1749","response~(used_car+own_res+telephone)^3","response~used_car+own_res+telephone",0.873621619900628
"3601","response~(male_single+job+telephone)^3","response~male_single+job+telephone",0.873432486161214
"2294","response~(education+retraining+male_div)^3","response~education+retraining+male_div",0.873318736117072
"1922","response~(furniture+male_single+prop_unkn_none)^3","response~furniture+male_single+prop_unkn_none",0.87323533341165
"785","response~(history+new_car+used_car)^3","response~history+new_car+used_car",0.873095026328224
"1494","response~(used_car+radio.tv+co.applicant)^3","response~used_car+radio.tv+co.applicant",0.873071905665096
"928","response~(history+amount+install_rate)^3","response~history+amount+install_rate",0.87263047367028
"1679","response~(used_car+co.applicant+job)^3","response~used_car+co.applicant+job",0.872344552348972
"3260","response~(install_rate+male_div+foreign)^3","response~install_rate+male_div+foreign",0.871880023800461
"482","response~(duration+used_car+num_dependents)^3","response~duration+used_car+num_dependents",0.871459909429807
"3431","response~(male_div+guarantor+job)^3","response~male_div+guarantor+job",0.8703341234214
"1901","response~(furniture+male_div+male_single)^3","response~furniture+male_div+male_single",0.870310861496413
"3600","response~(male_single+job+num_dependents)^3","response~male_single+job+num_dependents",0.869918321067534
"3716","response~(co.applicant+present_resident+job)^3","response~co.applicant+present_resident+job",0.869791014829585
"94","response~(chk_acct+used_car+guarantor)^3","response~chk_acct+used_car+guarantor",0.869706924879505
"630","response~(duration+employment+telephone)^3","response~duration+employment+telephone",0.869648066493965
"1246","response~(new_car+retraining+num_credits)^3","response~new_car+retraining+num_credits",0.868416687956596
"100","response~(chk_acct+used_car+rent)^3","response~chk_acct+used_car+rent",0.867837607359553
"2983","response~(sav_acct+male_single+job)^3","response~sav_acct+male_single+job",0.867185476964174
"836","response~(history+furniture+radio.tv)^3","response~history+furniture+radio.tv",0.866987691503878
"787","response~(history+new_car+radio.tv)^3","response~history+new_car+radio.tv",0.866519822067917
"3386","response~(male_div+male_single+prop_unkn_none)^3","response~male_div+male_single+prop_unkn_none",0.86632290733724
"3698","response~(co.applicant+guarantor+real_estate)^3","response~co.applicant+guarantor+real_estate",0.865925151287019
"2342","response~(education+sav_acct+other_install)^3","response~education+sav_acct+other_install",0.865456452913761
"1547","response~(used_car+retraining+job)^3","response~used_car+retraining+job",0.865427947051303
"348","response~(chk_acct+present_resident+job)^3","response~chk_acct+present_resident+job",0.865214662174706
"2351","response~(education+employment+male_div)^3","response~education+employment+male_div",0.864819760248132
"1974","response~(furniture+present_resident+other_install)^3","response~furniture+present_resident+other_install",0.864371016146682
"1764","response~(furniture+radio.tv+sav_acct)^3","response~furniture+radio.tv+sav_acct",0.864045721164839
"2158","response~(radio.tv+male_div+present_resident)^3","response~radio.tv+male_div+present_resident",0.863576711084899
"3424","response~(male_div+guarantor+real_estate)^3","response~male_div+guarantor+real_estate",0.863568296478821
"1213","response~(new_car+education+male_div)^3","response~new_car+education+male_div",0.863308118498807
"3711","response~(co.applicant+present_resident+age)^3","response~co.applicant+present_resident+age",0.863280137160668
"2274","response~(radio.tv+rent+foreign)^3","response~radio.tv+rent+foreign",0.862977974820444
"2818","response~(amount+male_mar_or_wid+present_resident)^3","response~amount+male_mar_or_wid+present_resident",0.862555442942947
"3290","response~(install_rate+co.applicant+guarantor)^3","response~install_rate+co.applicant+guarantor",0.862166978097035
"1673","response~(used_car+co.applicant+prop_unkn_none)^3","response~used_car+co.applicant+prop_unkn_none",0.861174811371163
"1769","response~(furniture+radio.tv+male_mar_or_wid)^3","response~furniture+radio.tv+male_mar_or_wid",0.8605101495136
"3261","response~(install_rate+male_single+male_mar_or_wid)^3","response~install_rate+male_single+male_mar_or_wid",0.860193158024873
"1533","response~(used_car+retraining+install_rate)^3","response~used_car+retraining+install_rate",0.860157304817241
"2738","response~(amount+sav_acct+present_resident)^3","response~amount+sav_acct+present_resident",0.859670361480267
"1903","response~(furniture+male_div+co.applicant)^3","response~furniture+male_div+co.applicant",0.859368620753259
"1608","response~(used_car+install_rate+male_div)^3","response~used_car+install_rate+male_div",0.858873689026171
"2039","response~(radio.tv+education+sav_acct)^3","response~radio.tv+education+sav_acct",0.858615610685649
"2261","response~(radio.tv+age+foreign)^3","response~radio.tv+age+foreign",0.85836394634073
